field_id,period_start,k,mean_chance_adjusted_overlap,mean_overlap,model_a,model_b,recipe
11,2000,10,0.11952683940844379,0.12382812500000001,scibert,mpnet,sep
11,2000,25,0.1536281083858803,0.16396484375000003,scibert,mpnet,sep
11,2000,50,0.183943977489672,0.203876953125,scibert,mpnet,sep
11,2000,10,0.10794683127761415,0.11230468750000001,scibert,minilm,sep
11,2000,25,0.14089446749814538,0.15138671875,scibert,minilm,sep
11,2000,50,0.17027013665028795,0.19053710937500004,scibert,minilm,sep
11,2000,10,0.2337567501227295,0.2375,scibert,pubmedbert,sep
11,2000,25,0.2718097412833828,0.280703125,scibert,pubmedbert,sep
11,2000,50,0.30251399560277914,0.31955078124999997,scibert,pubmedbert,sep
11,2000,10,0.23714243046606526,0.24086914062500003,scibert,biobert,sep
11,2000,25,0.2824870178041543,0.29125,scibert,biobert,sep
11,2000,50,0.3207524568102153,0.33734375,scibert,biobert,sep
11,2000,10,0.14823152058020372,0.152392578125,scibert,simcse,sep
11,2000,25,0.17988629953325916,0.18990234375000004,scibert,simcse,sep
11,2000,50,0.20907941991111667,0.22839843750000005,scibert,simcse,sep
11,2000,10,0.12487523299429307,0.129150390625,bert,mpnet,sep
11,2000,25,0.1465099240386993,0.15693359375,bert,mpnet,sep
11,2000,50,0.16468448277885578,0.18508789062500003,bert,mpnet,sep
11,2000,10,0.11672997303786206,0.12104492187500002,bert,minilm,sep
11,2000,25,0.13856128485101382,0.14908203125000002,bert,minilm,sep
11,2000,50,0.15580549535240362,0.17642578125000002,bert,minilm,sep
11,2000,10,0.18606281832965144,0.19003906250000002,bert,pubmedbert,sep
11,2000,25,0.2146863118972552,0.22427734375000002,bert,pubmedbert,sep
11,2000,50,0.23482548040811219,0.253515625,bert,pubmedbert,sep
11,2000,10,0.2092719024223736,0.21313476562500003,bert,biobert,sep
11,2000,25,0.24329745842606332,0.2525390625,bert,biobert,sep
11,2000,50,0.2696507309792814,0.287490234375,bert,biobert,sep
11,2000,10,0.17325611442225086,0.177294921875,bert,simcse,sep
11,2000,25,0.20497789935707222,0.21468750000000003,bert,simcse,sep
11,2000,50,0.22997056620086379,0.248779296875,bert,simcse,sep
11,2000,10,0.5051999915623465,0.5076171875,mpnet,minilm,sep
11,2000,25,0.5381089268051434,0.54375,mpnet,minilm,sep
11,2000,50,0.5578924930364296,0.56869140625,mpnet,minilm,sep
11,2000,10,0.310302566580756,0.313671875,mpnet,pubmedbert,sep
11,2000,25,0.3539259068218349,0.36181640625000006,mpnet,pubmedbert,sep
11,2000,50,0.38452701024192537,0.399560546875,mpnet,pubmedbert,sep
11,2000,10,0.25323667905467595,0.25688476562499996,mpnet,biobert,sep
11,2000,25,0.29964975117457965,0.3082031250000001,mpnet,biobert,sep
11,2000,50,0.3374793880273535,0.353662109375,mpnet,biobert,sep
11,2000,10,0.19283417901632305,0.19677734375,mpnet,simcse,sep
11,2000,25,0.22585790677546982,0.23531250000000004,mpnet,simcse,sep
11,2000,50,0.2538347218092764,0.27206054687500003,mpnet,simcse,sep
