field_id,period_start,rows,distinct_subfields,effective_subfields,largest_subfield_share,mean_abstract_words,mean_title_words,duplicate_doi_rate,duplicate_text_rate,ambiguous_language_rate,short_abstract_rate,type_counts_json
19,2000,2166,8,5.611574577697027,0.3254847645429363,196.06371191135733,13.052631578947368,0.0,0.0,0.04293628808864266,0.0974145891043398,"{""article"": 1851, ""conference-paper"": 313, ""review"": 2}"
19,2005,2166,8,5.472173974786161,0.3494921514312096,191.4556786703601,13.41920590951062,0.0,0.0,0.030009233610341645,0.08818097876269622,"{""article"": 1863, ""conference-paper"": 297, ""review"": 6}"
19,2010,2166,8,5.587820639166376,0.35318559556786705,199.53462603878117,13.640812557710065,0.0,0.0,0.030470914127423823,0.07017543859649122,"{""article"": 1882, ""conference-paper"": 281, ""review"": 3}"
19,2015,2166,8,6.06183587314481,0.2760849492151431,216.4506001846722,14.221606648199446,0.0,0.0,0.022622345337026777,0.04801477377654663,"{""article"": 1804, ""conference-paper"": 360, ""review"": 2}"
19,2020,2166,8,6.157735511004952,0.2839335180055402,223.76869806094183,15.116805170821792,0.0,0.0009233610341643582,0.012927054478301015,0.029085872576177285,"{""article"": 1870, ""conference-paper"": 292, ""review"": 4}"
20,2000,2166,3,2.3255392834150923,0.6823638042474608,153.53970452446907,10.5595567867036,0.0,0.0009233610341643582,0.03185595567867036,0.19575253924284394,"{""article"": 2114, ""conference-paper"": 50, ""review"": 2}"
20,2005,2166,3,2.3011431142729477,0.6874422899353647,152.38180978762696,11.145429362880886,0.0,0.0,0.03462603878116344,0.16251154201292706,"{""article"": 2074, ""conference-paper"": 88, ""review"": 4}"
20,2010,2166,3,2.3489964754910324,0.6685133887349953,170.64681440443212,11.469529085872576,0.0,0.0,0.028624192059095107,0.1061865189289012,"{""article"": 2045, ""conference-paper"": 113, ""review"": 8}"
20,2015,2166,3,2.404374281752194,0.6588180978762697,190.43628808864267,11.955678670360111,0.0,0.0,0.022622345337026777,0.06879039704524469,"{""article"": 2028, ""conference-paper"": 125, ""review"": 13}"
20,2020,2845,3,2.2721503829972916,0.6984182776801406,209.64112478031635,13.124780316344465,0.0,0.0,0.015114235500878734,0.04428822495606327,"{""article"": 2650, ""conference-paper"": 172, ""review"": 23}"
21,2000,2166,5,2.381949140577026,0.6722068328716528,147.859649122807,12.52954755309326,0.0,0.0018467220683287165,0.01662049861495845,0.20867959372114497,"{""article"": 1890, ""conference-paper"": 274, ""review"": 2}"
21,2005,2166,5,2.500262725998832,0.6006463527239151,145.39427516158818,12.097876269621421,0.0,0.0,0.013388734995383195,0.1786703601108033,"{""article"": 1873, ""conference-paper"": 284, ""review"": 9}"
21,2010,2166,5,2.1109570857933786,0.7442289935364728,157.25484764542935,13.095567867036012,0.0,0.0009233610341643582,0.013850415512465374,0.12003693444136658,"{""article"": 1854, ""conference-paper"": 307, ""review"": 5}"
21,2015,2166,5,1.7843439972652726,0.850415512465374,178.49445983379502,13.966297322253,0.0,0.0,0.007848568790397045,0.060480147737765465,"{""article"": 1708, ""conference-paper"": 454, ""review"": 4}"
21,2020,2166,5,1.9153437082689084,0.8222530009233611,196.50554016620498,14.644967682363804,0.0,0.0,0.0046168051708217915,0.029085872576177285,"{""article"": 1818, ""conference-paper"": 341, ""review"": 7}"
22,2000,6990,16,10.231336581771998,0.2934191702432046,136.9928469241774,11.264949928469242,0.0,0.0002861230329041488,0.011015736766809728,0.2123032904148784,"{""article"": 4264, ""conference-paper"": 2722, ""review"": 4}"
22,2005,11310,16,10.694890435720172,0.26772767462422636,138.24942528735633,11.63969938107869,0.0,0.0,0.019805481874447393,0.18709106984969054,"{""article"": 7978, ""conference-paper"": 3328, ""review"": 4}"
22,2010,15203,16,10.968142359272738,0.2526475037821483,148.55837663619022,12.119910543971585,0.0,0.0,0.016509899361968033,0.1309609945405512,"{""article"": 10889, ""conference-paper"": 4305, ""review"": 9}"
22,2015,14738,16,10.198681001353993,0.2847062016555842,170.75308725742977,12.737006378070294,0.0,6.785181164337088e-05,0.01228117790745013,0.06791966345501425,"{""article"": 9356, ""conference-paper"": 5363, ""review"": 19}"
22,2020,18907,16,10.661877846410682,0.25694187338022956,190.21769714920399,13.475485270005818,0.0,5.2890463849367956e-05,0.006188184270376052,0.03511926799598032,"{""article"": 13072, ""conference-paper"": 5774, ""review"": 61}"
