field_id,model,input_condition,effect_full1000,median_effect500,absolute_median_change,central95_width500,passes_operational_screen
15,scincl,abstract,0.25045535495523713,0.25083515940280615,0.000379804447569021,0.015023319228894688,True
15,scibert,title,-0.14618131510741939,-0.14592384315667725,0.000257471950742133,0.026092833146263344,True
15,scibert,abstract,0.2737417152769862,0.27310191354256125,0.0006398017344249607,0.01850463583551798,True
15,bert,title,0.004984092645026195,-0.000522623838948133,0.005506716483974328,0.025991184255336298,True
15,bert,abstract,0.29019142111476237,0.2910511268758562,0.000859705761093843,0.017659765562002605,True
15,mpnet,title,0.13638197028453336,0.13730929746084444,0.0009273271763110824,0.019706747142170356,True
15,mpnet,abstract,0.25392713500750486,0.25388101866428187,4.611634322299052e-05,0.017465440807038712,True
15,minilm,title,0.1155987294081145,0.1165299559926937,0.0009312265845791978,0.020060881196940855,True
15,minilm,abstract,0.2654659884999682,0.2649238141363516,0.0005421743636166432,0.019835518090456583,True
15,pubmedbert,title,-0.112046383518414,-0.11058006511869178,0.0014663183997222218,0.033945769272686416,True
15,pubmedbert,abstract,0.29691828428188627,0.29820520923280125,0.0012869249509149805,0.02393540512838399,True
15,biobert,title,-0.28240459653258765,-0.2806422277782372,0.0017623687543504296,0.03413292115963662,True
15,biobert,abstract,0.2503502436122048,0.25152310422714685,0.0011728606149420395,0.02012671336178859,True
15,simcse,title,-0.06721177466434952,-0.06839023104832206,0.0011784563839725426,0.021583848187847365,True
15,simcse,abstract,0.3009824599554976,0.299835948693549,0.0011465112619485907,0.020372206829171846,True
15,mean_of_ten_fixed_models,title,0.002996285136095017,0.0035799732417031967,0.0005836881056081795,0.01594022928145019,True
15,mean_of_ten_fixed_models,abstract,0.2652206033959777,0.2653907433718744,0.00017013997589671037,0.01578038164000206,True
16,specter,title,0.15250686422831927,0.15257011331607842,6.32490877591485e-05,0.019766589563018883,True
16,specter,abstract,0.2330215146467426,0.23350744373522317,0.00048592908848058003,0.021204020291841236,True
16,specter2,title,0.1542638297655567,0.1542497962311879,1.4033534368795841e-05,0.02287756011142869,True
16,specter2,abstract,0.28998816887040973,0.28920371132206046,0.0007844575483492711,0.022740067048620582,True
16,scincl,title,0.17254045559078224,0.174095026386824,0.0015545707960417654,0.019583678811766453,True
16,scincl,abstract,0.2985654062905978,0.2995129382520897,0.0009475319614918876,0.019511300449766622,True
16,scibert,title,-0.14465972471340366,-0.14163878089232718,0.0030209438210764827,0.031427836370466644,True
16,scibert,abstract,0.26512118263005685,0.2668027361414938,0.0016815535114369506,0.02801023369811606,True
16,bert,title,-0.005419744586792619,-0.001453032526705228,0.003966712060087391,0.048497892154822295,False
16,bert,abstract,0.30839990652230453,0.3084892109168641,8.930439455956396e-05,0.031379635162357145,True
16,mpnet,title,0.14449560661253008,0.14285371451827855,0.0016418920942515292,0.0217709674395479,True
16,mpnet,abstract,0.29697833030102777,0.2966730280680722,0.00030530223295555103,0.02128799320510144,True
16,minilm,title,0.09715678015829565,0.09556362233244586,0.0015931578258497892,0.025044292908759133,True
16,minilm,abstract,0.29960288224050047,0.29940231961804875,0.00020056262245171652,0.02297753230902566,True
16,pubmedbert,title,-0.08111420978727935,-0.08523223927779325,0.0041180294905139025,0.049246095862370526,False
16,pubmedbert,abstract,0.2825461856664544,0.28374311810683706,0.0011969324403826587,0.026281030480229783,True
16,biobert,title,-0.14201632698467603,-0.14317332827825352,0.0011570012935774865,0.04397991314188408,False
16,biobert,abstract,0.2665811854691812,0.268493722788976,0.0019125373197947937,0.02299446373598285,True
