metric,field_a,field_b,field_a_name,field_b_name,class,positive_count,negative_count,unresolved_count,positive_models,negative_models,unresolved_models,opposing_model_pairs,total_model_pairs,primary_point_class,minimum5pct_class,all_alternatives_class,median_absolute_primary_relative_difference,minimum_primary_relative_difference,maximum_primary_relative_difference
pr,21,27,Energy,Medicine,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unanimous,0.6510527246408351,0.40935940878974764,0.8562054596815818
pr,21,28,Energy,Neuroscience,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.4742679426778558,0.20966736416556314,0.7017133655887834
pr,21,29,Energy,Nursing,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.35662865570183133,0.2019205156324022,0.45881231569129144
pr,21,30,Energy,"Pharmacology, Toxicology and Pharmaceutics",unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.3337636185262373,0.16646710527218378,0.5391812965532462
pr,21,31,Energy,Physics and Astronomy,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.4517990134278832,0.2151850745148239,0.5887977286298789
pr,21,32,Energy,Psychology,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.5434557419417817,0.2660643323028222,0.6793573964274945
pr,21,33,Energy,Social Sciences,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.6029968649046371,0.28196932693129256,0.8310993841400877
pr,21,34,Energy,Veterinary,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.3941318235479553,0.14547795869194888,0.5509308158605438
pr,21,35,Energy,Dentistry,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.3383291461064766,0.11057467758724113,0.49152534348803034
pr,21,36,Energy,Health Professions,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.6185458585149469,0.3262973996796981,0.7456543386484669
pr,22,23,Engineering,Environmental Science,contradiction,1,8,1,simcse,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,bert,8,45,contradiction,unresolved,contradiction,0.1419508966181937,-0.37710139456168174,0.05099696977214579
pr,22,24,Engineering,Immunology and Microbiology,unresolved,0,8,2,,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,specter2|biobert,0,45,unanimous,unresolved,unresolved,0.23067811799413487,-0.5615118233484326,-0.015199983230665364
pr,22,25,Engineering,Materials Science,unresolved,0,6,4,,specter|scincl|scibert|bert|mpnet|minilm,specter2|pubmedbert|biobert|simcse,0,45,contradiction,unresolved,unresolved,0.11222223187670355,-0.36689649553341724,0.011430011299908657
pr,22,26,Engineering,Mathematics,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.38968164372050873,-0.9058322690553327,-0.1954293399569692
pr,22,27,Engineering,Medicine,contradiction,4,4,2,specter|specter2|scincl|biobert,scibert|bert|mpnet|minilm,pubmedbert|simcse,16,45,contradiction,contradiction,contradiction,0.1323696043937998,-0.21511380296656987,0.19074806114014878
pr,22,28,Engineering,Neuroscience,unresolved,0,8,2,,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,specter|biobert,0,45,unanimous,unresolved,unresolved,0.1046599559455679,-0.4844527756685483,-0.00044528607697128913
pr,22,29,Engineering,Nursing,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.2510689161972074,-0.6465295245256978,-0.07775683402084106
pr,22,30,Engineering,"Pharmacology, Toxicology and Pharmaceutics",unresolved,0,9,1,,specter|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter2,0,45,unanimous,unresolved,unresolved,0.26338944187164764,-0.560107979729139,-0.017992354621541237
pr,22,31,Engineering,Physics and Astronomy,unresolved,0,9,1,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert,simcse,0,45,unanimous,unresolved,unresolved,0.24557377129436053,-0.41109829689198063,-0.029398902406450024
pr,22,32,Engineering,Psychology,contradiction,1,7,2,simcse,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert,specter2|bert,7,45,contradiction,unresolved,contradiction,0.13211284326503583,-0.33685583486961884,0.05944342175380014
pr,22,33,Engineering,Social Sciences,contradiction,3,7,0,specter2|bert|simcse,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert,,21,45,contradiction,contradiction,contradiction,0.1629167753148499,-0.39583181378130844,0.23865702590832225
pr,22,34,Engineering,Veterinary,unresolved,0,9,1,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,biobert,0,45,contradiction,unresolved,unresolved,0.1834828255115293,-0.6969840596069392,0.02061504095369398
pr,22,35,Engineering,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.26117473343330666,-0.7275854072868482,-0.06024065064354673
pr,22,36,Engineering,Health Professions,contradiction,4,6,0,specter2|scincl|bert|simcse,specter|scibert|mpnet|minilm|pubmedbert|biobert,,24,45,contradiction,unresolved,contradiction,0.10350269980832541,-0.276721264212342,0.05449372173347122
pr,23,24,Environmental Science,Immunology and Microbiology,contradiction,3,4,3,specter|scincl|pubmedbert,bert|mpnet|minilm|simcse,specter2|scibert|biobert,12,45,contradiction,contradiction,contradiction,0.09274404745641837,-0.5606626477923827,0.14132825846488814
pr,23,25,Environmental Science,Materials Science,contradiction,5,2,3,specter|specter2|scibert|pubmedbert|biobert,bert|simcse,scincl|mpnet|minilm,10,45,contradiction,contradiction,contradiction,0.05701856095457017,-0.13887271848638774,0.16286650212711873
pr,23,26,Environmental Science,Mathematics,contradiction,1,7,2,mpnet,specter2|scincl|scibert|bert|pubmedbert|biobert|simcse,specter|minilm,7,45,contradiction,unresolved,contradiction,0.22484538458427586,-0.9050994719737756,0.08357976359803251
pr,23,27,Environmental Science,Medicine,contradiction,7,1,2,specter|specter2|scincl|mpnet|minilm|pubmedbert|biobert,bert,scibert|simcse,7,45,contradiction,contradiction,contradiction,0.20574038539695205,-0.21420270153610194,0.38611463383808775
pr,23,28,Environmental Science,Neuroscience,contradiction,4,5,1,specter|scincl|scibert|biobert,specter2|bert|mpnet|minilm|simcse,pubmedbert,20,45,contradiction,contradiction,contradiction,0.08043112470255362,-0.4835850402393003,0.3103653116469582
pr,23,29,Environmental Science,Nursing,unresolved,0,8,2,,specter|specter2|scincl|bert|mpnet|minilm|pubmedbert|simcse,scibert|biobert,0,45,contradiction,unresolved,unresolved,0.0971271915714953,-0.39404177534821483,0.00034713268231658723
pr,23,30,Environmental Science,"Pharmacology, Toxicology and Pharmaceutics",contradiction,1,8,1,specter,scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,specter2,8,45,contradiction,contradiction,contradiction,0.13490745174427354,-0.4999474008817307,0.13270199714939585
pr,23,31,Environmental Science,Physics and Astronomy,contradiction,2,5,3,specter|scincl,specter2|bert|mpnet|biobert|simcse,scibert|minilm|pubmedbert,10,45,contradiction,unresolved,contradiction,0.06979000943362346,-0.26863290443514776,0.07303577394275475
pr,23,32,Environmental Science,Psychology,contradiction,4,1,5,specter|scincl|mpnet|minilm,pubmedbert,specter2|scibert|bert|biobert|simcse,4,45,contradiction,contradiction,contradiction,0.06794121128815168,-0.20886753868468608,0.1995396446527506
pr,23,33,Environmental Science,Social Sciences,contradiction,6,3,1,specter2|scincl|bert|mpnet|minilm|simcse,specter|pubmedbert|biobert,scibert,18,45,contradiction,contradiction,contradiction,0.1652262140719155,-0.19282173734701344,0.29332579775070683
pr,23,34,Environmental Science,Veterinary,contradiction,1,5,4,biobert,specter2|bert|mpnet|minilm|simcse,specter|scincl|scibert|pubmedbert,5,45,contradiction,contradiction,contradiction,0.11799574030787752,-0.3423799060753613,0.09867875980992237
pr,23,35,Environmental Science,Dentistry,unresolved,0,7,3,,specter|scincl|scibert|bert|mpnet|minilm|simcse,specter2|pubmedbert|biobert,0,45,unanimous,unresolved,unresolved,0.17043104718816365,-0.3762953801919078,-0.026835153559455677
pr,23,36,Environmental Science,Health Professions,contradiction,5,2,3,specter|specter2|scincl|mpnet|minilm,scibert|pubmedbert,bert|biobert|simcse,10,45,contradiction,contradiction,contradiction,0.11782298568612143,-0.1477732533590531,0.24843237752815453
pr,24,25,Immunology and Microbiology,Materials Science,contradiction,8,1,1,specter|specter2|scibert|bert|mpnet|minilm|pubmedbert|simcse,scincl,biobert,8,45,contradiction,contradiction,unresolved,0.1086302008957366,-0.1472693721709027,0.43016313495906566
pr,24,26,Immunology and Microbiology,Mathematics,contradiction,3,7,0,mpnet|minilm|simcse,specter|specter2|scincl|scibert|bert|pubmedbert|biobert,,21,45,contradiction,contradiction,contradiction,0.26664428856906264,-0.7384919357206063,0.19055225960957262
pr,24,27,Immunology and Microbiology,Medicine,unresolved,9,0,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,pubmedbert,0,45,unanimous,unresolved,unresolved,0.2745587068342565,0.025495036853477496,0.3628745045505183
pr,24,28,Immunology and Microbiology,Neuroscience,contradiction,6,2,2,specter|scibert|bert|mpnet|minilm|simcse,specter2|scincl,pubmedbert|biobert,12,45,contradiction,unresolved,contradiction,0.08206057405641551,-0.08143919069377699,0.23369327051467842
pr,24,29,Immunology and Microbiology,Nursing,contradiction,2,5,3,bert|simcse,specter|specter2|scincl|mpnet|pubmedbert,scibert|minilm|biobert,10,45,contradiction,contradiction,contradiction,0.1520726491240918,-0.23618761092218699,0.17636151769856015
pr,24,30,Immunology and Microbiology,"Pharmacology, Toxicology and Pharmaceutics",contradiction,3,5,2,specter|minilm|simcse,scincl|scibert|mpnet|pubmedbert|biobert,specter2|bert,15,45,contradiction,contradiction,contradiction,0.10525231730958032,-0.2066338179747854,0.12424842623124119
pr,24,31,Immunology and Microbiology,Physics and Astronomy,contradiction,5,4,1,scibert|bert|mpnet|minilm|simcse,specter2|scincl|pubmedbert|biobert,specter,20,45,contradiction,contradiction,contradiction,0.15414078110480112,-0.30536620268912545,0.3618281405598078
pr,24,32,Immunology and Microbiology,Psychology,contradiction,5,1,4,specter|bert|mpnet|minilm|simcse,pubmedbert,specter2|scincl|scibert|biobert,5,45,contradiction,contradiction,contradiction,0.19668349370499594,-0.2752442948472034,0.5640368485794442
pr,24,33,Immunology and Microbiology,Social Sciences,contradiction,6,4,0,specter2|scibert|bert|mpnet|minilm|simcse,specter|scincl|pubmedbert|biobert,,24,45,contradiction,contradiction,contradiction,0.233009816774879,-0.25932453226674546,0.7227125546405577
pr,24,34,Immunology and Microbiology,Veterinary,contradiction,2,6,2,bert|simcse,specter|specter2|scincl|mpnet|minilm|pubmedbert,scibert|biobert,12,45,contradiction,contradiction,contradiction,0.12968614394607395,-0.23715997857044815,0.40550146659573444
pr,24,35,Immunology and Microbiology,Dentistry,contradiction,2,7,1,bert|simcse,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert,biobert,14,45,contradiction,contradiction,contradiction,0.11555767233849965,-0.3083439204470817,0.3575926694313007
pr,24,36,Immunology and Microbiology,Health Professions,contradiction,7,1,2,specter|specter2|scincl|bert|mpnet|minilm|simcse,pubmedbert,scibert|biobert,7,45,contradiction,contradiction,contradiction,0.1915554813704879,-0.21458404276563214,0.590966534626536
pr,25,26,Materials Science,Mathematics,contradiction,1,9,0,mpnet,specter|specter2|scincl|scibert|bert|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,unresolved,contradiction,0.1972316978347177,-0.7910853496442427,0.0730253666753175
pr,25,27,Materials Science,Medicine,contradiction,7,1,2,specter|specter2|scincl|mpnet|minilm|biobert|simcse,bert,scibert|pubmedbert,7,45,contradiction,unresolved,unresolved,0.14401581671517688,-0.07589438896712236,0.3826570461140681
pr,25,28,Materials Science,Neuroscience,contradiction,3,6,1,specter|scincl|biobert,specter2|bert|mpnet|minilm|pubmedbert|simcse,scibert,18,45,contradiction,contradiction,contradiction,0.0822877273025249,-0.35059858887795775,0.1493866123486664
pr,25,29,Materials Science,Nursing,unresolved,0,9,1,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,biobert,0,45,unanimous,unresolved,unresolved,0.16266291239699207,-0.2972613254017647,-0.04440614774965063
pr,25,30,Materials Science,"Pharmacology, Toxicology and Pharmaceutics",unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.19182166702807846,-0.3674526550128652,-0.02942085330111259
pr,25,31,Materials Science,Physics and Astronomy,contradiction,1,7,2,scincl,specter|specter2|scibert|bert|mpnet|pubmedbert|biobert,minilm|simcse,7,45,contradiction,unresolved,unresolved,0.07505049957128887,-0.3125363728948237,0.07899934837270858
pr,25,32,Materials Science,Psychology,contradiction,5,4,1,scincl|bert|mpnet|minilm|simcse,specter2|scibert|pubmedbert|biobert,specter,20,45,contradiction,contradiction,contradiction,0.09129611901859125,-0.30988617977274724,0.18906881641059353
pr,25,33,Materials Science,Social Sciences,contradiction,6,4,0,specter2|scincl|bert|mpnet|minilm|simcse,specter|scibert|pubmedbert|biobert,,24,45,contradiction,contradiction,contradiction,0.20024236443571242,-0.2940464220909008,0.3172027589560745
pr,25,34,Materials Science,Veterinary,contradiction,1,7,2,biobert,specter|specter2|scibert|mpnet|minilm|pubmedbert|simcse,scincl|bert,7,45,contradiction,unresolved,contradiction,0.12761797840542077,-0.3526313769451726,0.05398525400913629
pr,25,35,Materials Science,Dentistry,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unresolved,0.18258647841451817,-0.38648158509979247,-0.07165832683461619
pr,25,36,Materials Science,Health Professions,contradiction,7,3,0,specter|specter2|scincl|bert|mpnet|minilm|simcse,scibert|pubmedbert|biobert,,21,45,contradiction,contradiction,contradiction,0.16038354387549303,-0.24950692590467163,0.25431023743206704
pr,26,27,Mathematics,Medicine,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.4552348802074958,0.16478163048671735,0.9144197767519072
pr,26,28,Mathematics,Neuroscience,contradiction,8,2,0,specter|specter2|scincl|scibert|bert|pubmedbert|biobert|simcse,mpnet|minilm,,16,45,contradiction,contradiction,contradiction,0.3024686898982517,-0.14615168527952557,0.7562853126092524
pr,26,29,Mathematics,Nursing,contradiction,6,3,1,specter2|scincl|scibert|bert|pubmedbert|biobert,specter|mpnet|minilm,simcse,18,45,contradiction,contradiction,contradiction,0.2580860531104934,-0.36828802818537965,0.6890452303529778
pr,26,30,Mathematics,"Pharmacology, Toxicology and Pharmaceutics",contradiction,6,3,1,specter|specter2|scincl|bert|pubmedbert|biobert,scibert|mpnet|minilm,simcse,18,45,contradiction,contradiction,contradiction,0.21817947975587687,-0.275675694829467,0.5664666932263924
pr,26,31,Mathematics,Physics and Astronomy,contradiction,8,1,1,specter|specter2|scincl|scibert|bert|pubmedbert|biobert|simcse,mpnet,minilm,8,45,contradiction,contradiction,contradiction,0.15669636417816407,-0.11885955127674717,0.7302524123155495
pr,26,32,Mathematics,Psychology,unanimous,10,0,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,,0,45,unanimous,unanimous,unresolved,0.23885867787267523,0.11644538484203498,0.9080105557778463
pr,26,33,Mathematics,Social Sciences,unresolved,9,0,1,specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,specter,0,45,contradiction,unresolved,unresolved,0.25469470838968905,-0.015292805277591028,1.042865393675881
pr,26,34,Mathematics,Veterinary,contradiction,7,2,1,specter2|scincl|scibert|bert|pubmedbert|biobert|simcse,mpnet|minilm,specter,14,45,contradiction,contradiction,contradiction,0.23924281710354772,-0.4229339965200014,0.7742625592001164
pr,26,35,Mathematics,Dentistry,contradiction,4,3,3,specter2|bert|pubmedbert|biobert,specter|mpnet|minilm,scincl|scibert|simcse,12,45,contradiction,contradiction,contradiction,0.30096758046091443,-0.4562875058297359,0.7264558602565201
pr,26,36,Mathematics,Health Professions,unresolved,9,0,1,specter|specter2|scincl|bert|mpnet|minilm|pubmedbert|biobert|simcse,,scibert,0,45,unanimous,unresolved,unresolved,0.26948701108834205,0.0477977903592037,0.9311784676841216
pr,27,28,Medicine,Neuroscience,unresolved,0,9,1,,specter|specter2|scincl|bert|mpnet|minilm|pubmedbert|biobert|simcse,scibert,0,45,contradiction,unresolved,unresolved,0.20600819822058455,-0.3194584162002005,0.04292276203028653
pr,27,29,Medicine,Nursing,unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unresolved,unanimous,0.2809779977775697,-0.5350038288740223,-0.09110640703436124
pr,27,30,Medicine,"Pharmacology, Toxicology and Pharmaceutics",unanimous,0,10,0,,specter|specter2|scincl|scibert|bert|mpnet|minilm|pubmedbert|biobert|simcse,,0,45,unanimous,unanimous,unresolved,0.251901422574459,-0.445643532368125,-0.18198758478724492
pr,27,31,Medicine,Physics and Astronomy,unresolved,0,8,2,,specter|specter2|scincl|mpnet|minilm|pubmedbert|biobert|simcse,scibert|bert,0,45,contradiction,unresolved,unresolved,0.21610360363491815,-0.5088057275165355,0.0047992125946084135
pr,27,32,Medicine,Psychology,contradiction,1,8,1,bert,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert,simcse,8,45,contradiction,contradiction,contradiction,0.1960690823413386,-0.3002126563708575,0.21782382448119153
pr,27,33,Medicine,Social Sciences,contradiction,4,6,0,bert|mpnet|minilm|simcse,specter|specter2|scincl|scibert|pubmedbert|biobert,,24,45,contradiction,contradiction,contradiction,0.2542854322516331,-0.4277412426944373,0.39074545523467835
pr,27,34,Medicine,Veterinary,unresolved,0,9,1,,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,bert,0,45,contradiction,unresolved,unresolved,0.25132027734011025,-0.5873967435501068,0.05013276736504556
pr,27,35,Medicine,Dentistry,unresolved,0,9,1,,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,bert,0,45,contradiction,unresolved,unresolved,0.27966350769206616,-0.6192541420948398,0.00042216008906812845
pr,27,36,Medicine,Health Professions,contradiction,3,7,0,bert|minilm|simcse,specter|specter2|scincl|scibert|mpnet|pubmedbert|biobert,,21,45,contradiction,contradiction,contradiction,0.12591567798134262,-0.2905760506533249,0.24680677190635683
pr,28,29,Neuroscience,Nursing,contradiction,1,9,0,bert,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,,9,45,contradiction,unresolved,unresolved,0.11897353079377351,-0.39924367271126576,0.09402231664854965
pr,28,30,Neuroscience,"Pharmacology, Toxicology and Pharmaceutics",contradiction,1,7,2,specter2,specter|scincl|scibert|mpnet|pubmedbert|biobert|simcse,bert|minilm,7,45,contradiction,unresolved,contradiction,0.14295121494298374,-0.2715515684673875,0.07865110016023263
pr,28,31,Neuroscience,Physics and Astronomy,contradiction,2,5,3,bert|minilm,specter|specter2|scibert|pubmedbert|biobert,scincl|mpnet|simcse,10,45,contradiction,contradiction,unresolved,0.07795818935298003,-0.325533262911481,0.28124969594635074
pr,28,32,Neuroscience,Psychology,contradiction,6,4,0,specter2|scincl|bert|mpnet|minilm|simcse,specter|scibert|pubmedbert|biobert,,24,45,contradiction,contradiction,contradiction,0.13944383471993815,-0.2329353477487649,0.487033170803419
pr,28,33,Neuroscience,Social Sciences,contradiction,5,4,1,specter2|bert|mpnet|minilm|simcse,specter|scibert|pubmedbert|biobert,scincl,20,45,contradiction,contradiction,contradiction,0.25134140416410555,-0.35259678850415466,0.6497369012446994
pr,28,34,Neuroscience,Veterinary,contradiction,1,7,2,bert,specter|specter2|scincl|scibert|mpnet|minilm|pubmedbert,biobert|simcse,7,45,contradiction,contradiction,contradiction,0.10870267946363871,-0.33593890364323875,0.3255482263307975
pr,28,35,Neuroscience,Dentistry,contradiction,2,8,0,specter2|bert,specter|scincl|scibert|mpnet|minilm|pubmedbert|biobert|simcse,,16,45,contradiction,contradiction,contradiction,0.2055582065385549,-0.4760190977454915,0.27695787814802353
pr,28,36,Neuroscience,Health Professions,contradiction,6,4,0,specter2|scincl|bert|mpnet|minilm|simcse,specter|scibert|pubmedbert|biobert,,24,45,contradiction,contradiction,contradiction,0.16140723683955777,-0.17198260721523997,0.5145703459833103
pr,29,30,Nursing,"Pharmacology, Toxicology and Pharmaceutics",contradiction,4,4,2,specter|specter2|mpnet|minilm,scibert|bert|biobert|simcse,scincl|pubmedbert,16,45,contradiction,contradiction,contradiction,0.1126870285031473,-0.13891605983475402,0.2237408264931585
pr,29,31,Nursing,Physics and Astronomy,contradiction,7,2,1,specter|scincl|scibert|bert|mpnet|minilm|simcse,specter2|biobert,pubmedbert,14,45,contradiction,contradiction,contradiction,0.16978440559923397,-0.24979272272405512,0.2629332564062993
pr,29,32,Nursing,Psychology,contradiction,7,1,2,specter|specter2|scincl|bert|mpnet|minilm|simcse,pubmedbert,scibert|biobert,7,45,contradiction,unresolved,contradiction,0.221931216207591,-0.129672256672925,0.4795915393403414
pr,29,33,Nursing,Social Sciences,contradiction,8,2,0,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,pubmedbert|biobert,,16,45,contradiction,contradiction,contradiction,0.18782358600419988,-0.1504817953902051,0.5682852739885852
pr,29,34,Nursing,Veterinary,unresolved,5,0,5,specter|scincl|bert|biobert|simcse,,specter2|scibert|mpnet|minilm|pubmedbert,0,45,contradiction,unresolved,unresolved,0.05573074675829296,-0.0568601232492688,0.2333112539677278
pr,29,35,Nursing,Dentistry,contradiction,2,4,4,specter2|bert,specter|scibert|mpnet|simcse,scincl|minilm|pubmedbert|biobert,8,45,contradiction,unresolved,contradiction,0.0737801755981829,-0.09185857644982655,0.18413428588864594
pr,29,36,Nursing,Health Professions,contradiction,7,1,2,specter|specter2|scincl|bert|mpnet|minilm|simcse,pubmedbert,scibert|biobert,7,45,contradiction,unresolved,contradiction,0.27089411408313324,-0.06823908862022776,0.474823375838686
pr,30,31,"Pharmacology, Toxicology and Pharmaceutics",Physics and Astronomy,contradiction,7,3,0,scincl|scibert|bert|mpnet|minilm|pubmedbert|simcse,specter|specter2|biobert,,21,45,contradiction,contradiction,contradiction,0.14838320643387717,-0.2837678370653807,0.2982993832324428
pr,30,32,"Pharmacology, Toxicology and Pharmaceutics",Psychology,unresolved,8,0,2,specter|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,specter2|pubmedbert,0,45,contradiction,unresolved,unresolved,0.1839007044715934,-0.07506680810334322,0.5033807459918221
pr,30,33,"Pharmacology, Toxicology and Pharmaceutics",Social Sciences,contradiction,7,1,2,specter2|scincl|scibert|bert|mpnet|minilm|simcse,specter,pubmedbert|biobert,7,45,contradiction,contradiction,contradiction,0.18622469041103407,-0.1758680299256849,0.6652699473288559
pr,30,34,"Pharmacology, Toxicology and Pharmaceutics",Veterinary,contradiction,5,4,1,scibert|bert|pubmedbert|biobert|simcse,specter|specter2|mpnet|minilm,scincl,20,45,contradiction,contradiction,contradiction,0.15217015540179363,-0.1775749303270919,0.3424777660471781
pr,30,35,"Pharmacology, Toxicology and Pharmaceutics",Dentistry,contradiction,4,5,1,scibert|bert|pubmedbert|biobert,specter|specter2|scincl|mpnet|minilm,simcse,20,45,contradiction,contradiction,contradiction,0.10325103309432881,-0.3029799197647381,0.2940183014290264
pr,30,36,"Pharmacology, Toxicology and Pharmaceutics",Health Professions,unresolved,9,0,1,specter|specter2|scincl|scibert|bert|mpnet|minilm|biobert|simcse,,pubmedbert,0,45,contradiction,unresolved,unresolved,0.188114079243021,-0.013513051282223933,0.5307961521813509
pr,31,32,Physics and Astronomy,Psychology,contradiction,8,1,1,specter|specter2|scincl|bert|mpnet|minilm|biobert|simcse,pubmedbert,scibert,8,45,contradiction,contradiction,unresolved,0.15418347547517736,-0.1787297607309596,0.26780145416489365
pr,31,33,Physics and Astronomy,Social Sciences,contradiction,6,2,2,specter2|bert|mpnet|minilm|biobert|simcse,specter|pubmedbert,scincl|scibert,12,45,contradiction,contradiction,contradiction,0.17867400116136367,-0.16263855047060782,0.38612726590879104
pr,31,34,Physics and Astronomy,Veterinary,contradiction,3,6,1,specter2|bert|biobert,specter|scincl|scibert|mpnet|minilm|simcse,pubmedbert,18,45,contradiction,contradiction,contradiction,0.08589946743258564,-0.30794451834969616,0.34600051219557326
pr,31,35,Physics and Astronomy,Dentistry,contradiction,2,6,2,specter2|biobert,specter|scincl|scibert|mpnet|minilm|simcse,bert|pubmedbert,12,45,contradiction,contradiction,contradiction,0.2276530625170782,-0.3420658655539806,0.24223430585913763
pr,31,36,Physics and Astronomy,Health Professions,contradiction,8,2,0,specter|specter2|scincl|bert|mpnet|minilm|biobert|simcse,scibert|pubmedbert,,16,45,contradiction,contradiction,unresolved,0.17815553708221005,-0.11748359576267878,0.35441409168142907
pr,32,33,Psychology,Social Sciences,contradiction,5,3,2,specter2|bert|mpnet|minilm|simcse,specter|scincl|biobert,scibert|pubmedbert,15,45,contradiction,contradiction,contradiction,0.09613787422099188,-0.23867145254714073,0.17985147394600584
pr,32,34,Psychology,Veterinary,contradiction,2,7,1,pubmedbert|biobert,specter|specter2|scincl|bert|mpnet|minilm|simcse,scibert,14,45,contradiction,contradiction,contradiction,0.16339327242405347,-0.5328192163304141,0.16444716925736452
pr,32,35,Psychology,Dentistry,contradiction,1,7,2,pubmedbert,specter|scincl|scibert|bert|mpnet|minilm|simcse,specter2|biobert,7,45,contradiction,unresolved,unresolved,0.2585252309095859,-0.5652249268285556,0.1401358551998559
pr,32,36,Psychology,Health Professions,contradiction,4,1,5,specter|specter2|scincl|minilm,scibert,bert|mpnet|pubmedbert|biobert|simcse,4,45,contradiction,unresolved,contradiction,0.05611284998812229,-0.07042126364333644,0.11693026481393824
pr,33,34,Social Sciences,Veterinary,contradiction,2,7,1,pubmedbert|biobert,specter2|scincl|scibert|bert|mpnet|minilm|simcse,specter,14,45,contradiction,contradiction,contradiction,0.24034646478227112,-0.6201358205913878,0.24789721555115854
pr,33,35,Social Sciences,Dentistry,contradiction,2,8,0,pubmedbert|biobert,specter|specter2|scincl|scibert|bert|mpnet|minilm|simcse,,16,45,contradiction,contradiction,contradiction,0.19294696574480447,-0.651639647374588,0.12399726648623216
pr,33,36,Social Sciences,Health Professions,contradiction,3,4,3,specter|scincl|biobert,scibert|bert|mpnet|simcse,specter2|minilm|pubmedbert,12,45,contradiction,contradiction,contradiction,0.11364843930315607,-0.19018556473367798,0.28845590816470107
