field_id,condition,metric,model_group,n,mean,median,min,max,p025,p975
26,equal_subfield_composition,cka_debiased,one_biomedical,10,-0.08364919698804812,-0.08345007725121234,-0.09154340205427675,-0.07659202252518543,-0.09035252131399132,-0.07726879457416276
26,equal_subfield_composition,cka_debiased,both_biomedical,10,-0.04529529884581192,-0.04445580992735243,-0.05287239138089728,-0.036789590111968584,-0.05267148315632017,-0.03717526203122924
26,equal_subfield_composition,neighbors_k10,all,10,0.020512912326388907,0.020902777777777826,0.015731336805555607,0.025231119791666673,0.015988416883680603,0.025230631510416664
26,equal_subfield_composition,neighbors_k10,without_biomedical,10,0.013610142299107158,0.014341517857142855,0.008644321986607195,0.018202427455357162,0.008645891462053613,0.018077261788504495
26,equal_subfield_composition,neighbors_k10,one_biomedical,10,0.028160400390625,0.027778625488281264,0.023077392578124994,0.03335876464843748,0.02325729370117187,0.033285293579101545
26,equal_subfield_composition,neighbors_k10,both_biomedical,10,0.0914306640625,0.08879394531250001,0.08266601562499998,0.10747070312499996,0.08281982421874998,0.10516357421874997
26,equal_subfield_composition,neighbors_k25,all,10,0.004555685763888878,0.0041657986111111045,-7.031250000005818e-05,0.0099809027777778,5.4296874999965045e-05,0.009629535590277807
26,equal_subfield_composition,neighbors_k25,without_biomedical,10,-0.0035817522321428654,-0.003432617187500042,-0.008598632812500007,0.0035595703124999822,-0.00853538295200892,0.0027870744977678257
26,equal_subfield_composition,neighbors_k25,one_biomedical,10,0.015117309570312506,0.014502563476562494,0.010704345703125007,0.019406738281250058,0.010922424316406245,0.01940673828125005
26,equal_subfield_composition,neighbors_k25,both_biomedical,10,0.06341796875000001,0.06328124999999996,0.05595703125000007,0.07697265625,0.05651953125000007,0.07469189453125
26,equal_subfield_composition,neighbors_k50,all,10,-0.009603927951388869,-0.009467664930555508,-0.014344184027777707,-0.0032174479166666714,-0.014137934027777717,-0.0038594401041666575
26,equal_subfield_composition,neighbors_k50,without_biomedical,10,-0.019189069475446453,-0.0190061732700893,-0.024048897879464348,-0.012216796875000102,-0.02377988978794649,-0.012649815150669706
26,equal_subfield_composition,neighbors_k50,one_biomedical,10,0.0037606811523437423,0.0038488769531249967,-0.0006756591796874822,0.009014892578125044,-0.0005920257568359302,0.008470245361328147
